question,correct_answer,model_output,extracted_info,correct,urls
"Find/search the start date of the clinical trial  that best describes the efficacy of Abiraterone monotherapy compared to Prednisone monotherapy when used to treat Prostate cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2012-03-27,"Start date: January 2011
",January 2011,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Cisplatin and Fluorouracil (CF) compared to Esophagectomy when used to treat Esophageal adenocarcinoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",1996-10,"Start date: 2011-01
",2011-01,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Abiraterone and Apalutamide compared to Abiraterone monotherapy when used to treat Prostate cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2014-11-26,"Start date: 2018-08
",2018-08,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Tegafur, Uracil, Folinic acid compared to S-1 monotherapy when used to treat Colon cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2008-04,"Start date: June 2013
",June 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Efgartigimod monotherapy compared to Placebo when used to treat Immune thrombocytopenia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2019-12-16,"Start date: December 2018
",December 2018,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Apixaban monotherapy compared to Enoxaparin monotherapy when used to treat Venous thromboembolism.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2007-06,"Start date: March 2017
",March 2017,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Apixaban monotherapy compared to Enoxaparin monotherapy when used to treat Venous thromboembolism.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2007-03,"Start date: 2013-03
",2013-03,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Pemetrexed|Cisplatin and Pemetrexed compared to Cisplatin, Pemetrexed, Durvalumab when used to treat Non-small cell lung cancer nonsquamous.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2018-12-06,"Start date: January 2018
",January 2018,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Enzalutamide monotherapy compared to Placebo when used to treat Prostate cancer (Metastatic).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2009-09-30,"Start date: 2010-07
",2010-07,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of FOLFIRI compared to FOLFIRI and Ziv-aflibercept when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2012-07,"Start date: 2007-07
",2007-07,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Dacarbazine and Oblimersen compared to Dacarbazine monotherapy when used to treat Melanoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2007-07,"Start date: July 2003
",July 2003,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Rituximab monotherapy compared to Observation when used to treat Chronic lymphocytic leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2009-12,"Start date: April 2003
",April 2003,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Gemcitabine (GCb) and Bevacizumab compared to Carboplatin, Pegylated liposomal doxorubicin, Bevacizumab when used to treat Ovarian cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-05,"Start date: October 2014
",October 2014,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin monotherapy compared to Carboplatin and Gemcitabine (GCb) when used to treat Ovarian cancer (Advanced).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",1999-09,"Start date: 2014-04
",2014-04,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Fluoropyrimidine and Bevacizumab compared to Bevacizumab monotherapy when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2009-08,"Start date: August 2012
",August 2012,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Paclitaxel (CP) compared to Carboplatin and Paclitaxel (CP) and Penpulimab when used to treat Non-small cell lung cancer squamous (Locally Advanced or Metastatic).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2018-12-20,"Start date: 2021-08
",2021-08,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Alectinib monotherapy compared to Crizotinib monotherapy when used to treat Non-small cell lung cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-08-03,"Start date: 2013-03
",2013-03,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Cytarabine and Daunorubicin compared to 4d plus 7 when used to treat Acute myeloid leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",1999-11,"Start date: July 2017
",July 2017,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of HiDAC and G-CSF compared to CLARA when used to treat Acute myeloid leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2009-03,"Start date: January 2023
",January 2023,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of iceMFP compared to Doxifluridine and Mitomycin when used to treat Gastric cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2001-10,"Start date: March 2013
",March 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Apixaban monotherapy compared to Warfarin monotherapy when used to treat Venous thromboembolism.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2008-07,"Start date: 2013-09
",2013-09,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Anagrelide monotherapy compared to Aspirin and Hydroxyurea when used to treat Essential thrombocythemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2002-09,"Start date: 2005-03
",2005-03,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Placebo compared to Apatinib monotherapy when used to treat Gastric cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2017-03-14,"Start date: August 2014
",August 2014,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Cisplatin and Vinorelbine (CVb) compared to Observation when used to treat Non-small cell lung cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2007-06,"Start date: June 2005
",June 2005,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Gemcitabine monotherapy compared to Durvalumab and Tremelimumab when used to treat Non-small cell lung cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2015-01-13,"Start date: August 20, 2018
",,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Rucaparib monotherapy compared to Standard-of-care chemotherapy when used to treat Ovarian cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2017-03-01,"Start date: 2015-07
",2015-07,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Erlotinib and Bevacizumab compared to Erlotinib monotherapy when used to treat Non-small cell lung cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-04-01,"Start date: December 2006
",December 2006,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of S-1 monotherapy compared to SOX when used to treat Gastric cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-02-06,"Start date: 2013-03
",2013-03,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of IFL compared to IFL and Bevacizumab when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2007-07,"Start date: February 2000
",February 2000,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Cetuximab and RT compared to Cisplatin and RT when used to treat Head and neck cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-11,"Start date: August 2006
",August 2006,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Sunitinib monotherapy compared to Everolimus monotherapy when used to treat Non-clear cell renal cell carcinoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2010-09,"Start date: 2013-09
",2013-09,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Canfosfamide monotherapy compared to Pegylated liposomal doxorubicin monotherapy when used to treat Ovarian cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2003-06,"Start date: December 2010
",December 2010,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of R-CVP (rituximab-rixa) compared to R-CVP when used to treat Follicular lymphoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2011-12-01,"Start date: 2004-09
",2004-09,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Etoposide (CE) compared to Carboplatin and Etoposide (CE) and Serplulimab when used to treat Small cell lung cancer (Extensive Stage).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2019-09-12,"Start date: March 2020
",March 2020,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin, Pegylated liposomal doxorubicin, Bevacizumab compared to Carboplatin and Gemcitabine (GCb), Atezolizumab, Bevacizumab|Carboplatin and Paclitaxel (CP), Atezolizumab, Bevacizumab|Carboplatin, Pegylated liposomal doxorubicin, Atezolizumab, Bevacizumab when used to treat Ovarian cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-09-22,"Start date: 2020-11
",2020-11,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Tranexamic acid monotherapy compared to Placebo when used to treat Hereditary hemorrhagic telangiectasia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2006-09,"Start date: April 2014
",April 2014,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Observation compared to ATG (Rabbit) monotherapy when used to treat Graft versus host disease.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2006-10,"Start date: January 2014
",January 2014,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Bevacizumab monotherapy compared to Erlotinib and Bevacizumab when used to treat Non-small cell lung cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2006-01,"Start date: January 2011
",January 2011,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Pemetrexed compared to ABCP when used to treat Non-small cell lung cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2019-08-27,"Start date: May 2014
",May 2014,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Nivolumab monotherapy compared to Docetaxel monotherapy when used to treat Esophageal squamous cell carcinoma (Unresectable Advanced or Recurrent or Metastatic).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2015-12-14,"Start date: August 2014
",August 2014,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Lenalidomide and Rituximab (R2) compared to Rituximab monotherapy when used to treat Follicular lymphoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-11-21,"Start date: 2014-03
",2014-03,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Docetaxel monotherapy compared to Docetaxel and Bevacizumab when used to treat Breast cancer (Not Applicable).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2006-03,"Start date: March 2006
",March 2006,True,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Paclitaxel (CP) and Bevacizumab-equi compared to Carboplatin and Paclitaxel (CP) and Bevacizumab when used to treat Non-small cell lung cancer nonsquamous.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-09-07,"Start date: November 2018
",November 2018,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Docetaxel and Trastuzumab (TH) compared to BTH (Docetaxel) when used to treat Breast cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2006-09,"Start date: January 2013
",January 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of FOLFIRI|FOLFIRI and Bevacizumab compared to CAPIRI-Bev when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-12-02,"Start date: January 2007
",January 2007,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Low-dose Cytarabine monotherapy (LoDAC) compared to Azacitidine monotherapy when used to treat Acute myeloid leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2003-11-01,"Start date: October 2013
",October 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Placebo compared to Azacitidine oral monotherapy when used to treat Myelodysplastic syndrome.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-04-26,"Start date: May 2020
",May 2020,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Enzalutamide monotherapy compared to Abiraterone and Enzalutamide when used to treat Prostate cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2014-01-22,"Start date: 2018-06
",2018-06,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of ECX and Rilotumumab compared to ECX when used to treat Esophageal adenocarcinoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2009-02,"Start date: March 2013
",March 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Blinatumomab monotherapy compared to Standard salvage consolidation chemotherapy when used to treat B-cell acute lymphoblastic leukemia pediatric.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2015-11-10,"Start date: 2014-04
",2014-04,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Observation compared to Cyclophosphamide and TBI, then auto HSCT when used to treat Chronic lymphocytic leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2001-04,"Start date: March 16, 2016
",,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Observation compared to FOLFOX-HAIC when used to treat Hepatocellular carcinoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2017-07-01,"Start date: 2019-08
",2019-08,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Paclitaxel (CP) and Bevacizumab-aveg compared to Carboplatin and Paclitaxel (CP) and Bevacizumab when used to treat Non-small cell lung cancer nonsquamous.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2012-10,"Start date: May 2018
",May 2018,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Paclitaxel and Trastuzumab (TH) compared to Paclitaxel and Trastuzumab (TH) (trastuzumab-hert) when used to treat Breast cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2012-10,"Start date: 2018-06
",2018-06,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Paclitaxel (CP) and Bevacizumab compared to Carboplatin and Paclitaxel (CP) when used to treat Melanoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-12,"Start date: July 2011
",July 2011,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of AC-TH (Docetaxel) compared to AC-D when used to treat Breast cancer (Node Positive).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2001-04,"Start date: July 2006
",July 2006,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Etirinotecan pegol monotherapy compared to Eribulin monotherapy when used to treat Breast cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2011-12,"Start date: December 2013
",December 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of FOLFIRI and Bevacizumab compared to FOLFIRI when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2008-06,"Start date: 2004-07
",2004-07,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of mFOLFOX6-B compared to mFOLFOX6 when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-10,"Start date: November 2010
",November 2010,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Placebo compared to Luspatercept monotherapy when used to treat Beta thalassemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-05-02,"Start date: 2016-05
",2016-05,True,
"Find/search the start date of the clinical trial  that best describes the efficacy of Bortezomib and Dexamethasone (Vd) compared to Bortezomib and Dexamethasone (Vd) and Venetoclax when used to treat Multiple myeloma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-07-11,"Start date: April 2018
",April 2018,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Paclitaxel monotherapy compared to Buparlisib and Paclitaxel when used to treat Head and neck cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2013-10-01,"Start date: July 2016
",July 2016,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of FOLFIRI and Bevacizumab (BE1040V) compared to FOLFIRI and Bevacizumab when used to treat Colorectal cancer.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2016-10-04,"Start date: 2007-03
",2007-03,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and Paclitaxel (CP) and Bevacizumab compared to Carboplatin and Paclitaxel (CP) when used to treat Non-small cell lung cancer nonsquamous.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2011-05-23,"Start date: 2014-02
",2014-02,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Low-dose Cytarabine monotherapy (LoDAC) compared to LoDAC and Volasertib when used to treat Acute myeloid leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2008-11-27,"Start date: February 2017
",February 2017,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Busulfan and Fludarabine, then allo HSCT|Fludarabine and Melphalan, then allo HSCT compared to Busulfan and Cyclophosphamide, then allo HSCT when used to treat Acute myeloid leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2011-06,"Start date: May 2016
",May 2016,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Bortezomib and Dexamethasone (Vd) compared to SVd when used to treat Multiple myeloma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2017-05-24,"Start date: June 2016
",June 2016,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of A-AVD compared to ABVD when used to treat Classical Hodgkin lymphoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2015-03,"Start date: 2011-09
",2011-09,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Placebo compared to Vemurafenib monotherapy when used to treat Melanoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2012-09-24,"Start date: June 2010
",June 2010,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Patient-specific tumor-derived antigen compared to Observation when used to treat Follicular lymphoma.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2000-01,"Start date: November 2023
",November 2023,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of ATRA, Mercaptopurine, Methotrexate compared to ATRA monotherapy when used to treat Acute promyelocytic leukemia.

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",1999-06,"Start date: October 1999
",October 1999,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Paclitaxel monotherapy compared to nab-Paclitaxel monotherapy when used to treat Breast cancer (Metastatic).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2001-06,"Start date: January 2013
",January 2013,False,
"Find/search the start date of the clinical trial  that best describes the efficacy of Carboplatin and nab-Paclitaxel compared to Carboplatin and Paclitaxel (CP) when used to treat Non-small cell lung cancer (Locally Advanced or Metastatic).

IMPORTANT: Respond with ONLY the format ""Start date: YYYY-MM"" or ""Start date: Month YYYY"". Do not include any other text in your response.",2007-11-01,"Start date: October 2018
",October 2018,False,
